DEVELOPER_ADDRESS,DEVELOPER_ADDRESS_PRED
"296 Prince of wales road
Sheffield
S2 1FF","296 Prince of Wales Road, Sheffield S2 1FF, UK"
"1 Scotts Road,  24-10
Shaw Centre
Singapore 228208","1 Scotts Road, Shaw Centre, Singapore 228208, Singapore"
"Cyprus, Nicosia, 2018 Strovolos
77 Strovolos Ave.
Strovolos Center, Office 204",undefined
"PO Box 2708
Alameda, CA 94501","Alameda, CA 94501, USA"
"800 N Alameda St, Los Angeles, CA 90012","800 N Alameda St, Los Angeles, CA 90012, USA"
"1818 Gilbreth Road, Suite 229, Burlingame, CA 94010","1818 Gilbreth Road, Burlingame, CA 94010, USA"
"Russia, Novaya Usman, Almaznaya srtreet, 396310","Almaznaya Ulitsa, 396310, Novaya Usman', Voronezh Oblast, Russia"
"Brooksville, FL 34601-5204 US","5204 U.S. 98, Brooksville, FL 34601, USA"
"146 Pinetrail Crescent
Nepean, Ontario
K2G 5B6","146 Pinetrail Crescent, Nepean, Ontario K2G 5B6, Canada"
"Heartbit Interactive Srl
Piazza Re Amato 21
Pontenure, 29010 PC
Italia","Via Re Amato, 21, 29010 Pontenure, PC, Italia"
"511 Burnaby Street
Burnaby, BC
V5A 2J6
Canada","511 Burnaby Mountain Parkway, Burnaby, BC V5A 1G8, Canada"
"12, Neuti-ro 69beon-gil, Bundang-gu, Seongnam-si, Gyeonggi-do, Republic of Korea","Neuti-ro, Bundang-gu, Seongnam-si, Gyeonggi-do, Republic of Korea"
"Rua Mario Araújo 27, Casa 05, 02020-100, São Paulo - SP","Rua Mario Araújo, 27 - Santana, São Paulo - SP, 02020-100, Brazil"
"34 Maltby Court
Brampton, ON
L6P 1A5
Canada","34 Maltby Court, Brampton, ON L6P 1A5, Canada"
"MasakiBldg 5F, 3-11-29, Sakaechou, Kawaguchi-shi, Saitama, Japan","3-11 Sakaecho, Nerima City, Tokyo, Japan"
591 James Cirone Way Herndon Virginia,"591 James Cirone Way, Herndon, Virginia, USA"
"경기도 안양시 안양동 명학로 5번길 52 전원 하이츠 빌라 401호
우편번호: 14096","South Korea, 경기도 안양시 Manan-gu, 명학로5번길 52"
"Dunamis Games LLC
C/O Washington Registered Agent LLC
170 S Lincoln St STE 100
Spokane, WA 99201-4443",undefined
Blk 449 Hougang Ave 10 #06-503 Singapore 530449,undefined
"Hämeenkatu 5 B (6th floor)
33100 Tampere
FINLAND",undefined
"8106, H18, IIT Bombay,
Mumbai, India","Hostel 18, IIT Bombay, Iit Colony Rd, Students' Residential Zone, IIT Area, Powai, Mumbai, Maharashtra, India"
"Kitchener, Ontario, Canada","Kitchener, Ontario, Canada"
"531 Lasuen Mall
P.O. Box 15228
Stanford, CA 94305","531 Lasuen Mall, Stanford, CA, USA"
"2 Metrotech Center
Brooklyn, NY 11201","2 MetroTech Center, Brooklyn, NY 11201, USA"
"Guild Software, Inc.
10437 W Innovation Dr, Suite 465
Wauwatosa, WI 53226","10437 West Innovation Drive, Wauwatosa, WI, USA"
"1626 Pestalozzi St
Tell City, IN 47586","1626 Pestalozzi St, Tell City, IN 47586, USA"
"Hunter Forsyth
L9J 0B9 Barrie, ON","Barrie, ON L9J, Canada"
"7 Highwood Pl
Louisville, KY 40206","7 Highwood Pl, Louisville, KY 40206, USA"
"115211 M. BORISOV P., 14-3-128",undefined
"Charlottenburger Strasse 138
13086 Berlin
Germany","Charlottenburger Straße 138, 13086 Berlin, Germany"
1-11-11 Kandaizumicho Chiyodaku Tokyo,undefined
"〒102-8177
東京都千代田区富士見2-13-3","２丁目-13 富士見 千代田区 東京都 102-8177, Japan"
"P.O. Box 47161
Chicago, IL 60647",undefined
"K. Varnali 1 & Parsis 11
N. Ionia, 14231
Attiki, Athens
Greece","K. Varnali 1, Chortiatis, Greece"
"201 Van Horne Street Apt 1
Jersey City, NJ 07304","201 Van Horne Street, Jersey City, NJ 07304, USA"
"Suite 3B
Ingram House
Ingram Street
Glasgow","Ingram House, Glasgow, UK"
"Alagoachos lote 295
7645 Milfontes","Alagoachos, 7645 Vila Nova de Milfontes, Portugal"
"215 Burlingame AveBurlingame, CA 94010
","215 Burlingame Ave, Burlingame, CA 94010, USA"
"Freehold Games, LLC
1290 East Ireland Road, Ste. V100 Box 203
South Bend, IN 46614
",undefined
"Refshalevej 110 A
DK-1432 København K","Refshalevej 110a, Copenhagen Municipality, Denmark"
"16/F KOWLOON BLDG 555 NATHAN RD MONGKOK KLN
HONG KONG","555 Nathan Road, Mong Kok, Hong Kong"
"16/F 700 NATHAN RD MONG KOK
KLN
HONG KONG",undefined
"228 Hamilton Ave, 3rd Floor
Palo Alto, CA 94301","Regus - California, Palo Alto - Hamilton Avenue, 228 Hamilton Ave 3rd floor, Palo Alto, CA 94301, USA"
"Silver Tower, 383 Nathan Road, Kowloon, Hong Kong","383 Nathan Road, Yau Ma Tei, Hong Kong"
"FA YUEN COMMERCIAL BUILDING
75-77 FA YUEN STREET MONGKOK
KL","Fa Yuen Commercial Building, 75-77 Fa Yuen Street, Mong Kok, Hong Kong"
"Room C 2/F., Capital Trade Centre, 62 Tsun Yip Street, Kowloon East, Hong Kong",undefined
"1390 Market Street
Suite 200
San Francisco, CA 94102","San Francisco Bankruptcy Attorneys, 1390 Market Street, San Francisco, CA 94102, USA"
"경기 성남시 분당구 황새울로 354, 4층","South Korea, 경기 성남시 분당구 황새울로 354"
"Room E&F, 25/F, LEGEND TOWER,7 SHING YIP STREET,KWUN TONG,KOWLOON,HK
","Room Escape Hannover, Kanalstraße, Hanover, Germany"
"Big Huge Games, Inc.
9515 Deereco Rd.
STE 500
Lutherville-Timonium, MD 21093",undefined
"Level 14, boulevard plaza, tower one, emaar boulevard, downtown Dubai, P.O. Box 334155, Dubai, UAE.","Boulevard Plaza - Tower 1 - Emaar, Boulevard Plaza - Sheikh Mohammed bin Rashid Boulevard - Downtown Dubai - Dubai - UAE"
경기도 성남시 분당구 대왕판교로644번길 49,"South Korea, 경기도 성남시 분당구 대왕판교로644번길"
"75 rue Francis de Pressense, 69100 Villeurbanne","75 Rue Francis de Pressensé, 69100 Villeurbanne, France"
"1-2-2,Yurakucho,Chiyoda-ku,Tokyo,Japan","1 Chome-2-2-2 Yurakucho, Chiyoda City, Tokyo, Japan"
"Rm1892B, Fortress Tower, 205 King’s Roda, North Point, HONG KONG","205 King's Road, North Point, Hong Kong"
"서울특별시 관악구 남부순환로 1926 (봉천동, 경동제약빌딩 7층)

","South Korea, 서울특별시 관악구 남부순환로 1926"
"Boudníkova 2506/1B
180 00 Praha 8 Libeň
Czech Republic","Geewa, Boudníkova, Prague 8-Palmovka, Czechia"
"B 1, Xin_hong_ji_yue_cheng
No.99, south haichang rd. new tianfu district
Chengdu City, SiChuan Province, China",undefined
"16 Spyrou Kyprianou, Divine Clock Tower, 1st floor, 3070 Limassol, Cyprus",undefined
"3 Shenton Way
 16-08
Shenton House
Singapore
068805","3 Shenton Way, Shenton House, Singapore 068805, Singapore"
Bongkok Thailand,"Bangkok, Thailand"
"SC ERPK LABS SRL, Nicolae Filipescu St. No.39-41, 6th Floor, Sector 2, Bucuresti 020961",undefined
"Rm 603 6/F Laws Coml Plz
788 Cheung Sha Wan Rd
Lai Chi Kok
Hong Kong","Laws Commercial Plaza, Cheung Sha Wan Road, Cheung Sha Wan, Hong Kong"
中国四川省成都市武侯区天府大道中段765号A区A4栋4楼,"Chengdu A Borough, 1st Ring Road South 4 Section, Wuhou District, Chengdu, Sichuan, China"
香港灣仔駱克道301-307號洛克中心19樓C室,"lokhakchungsum, Lockhart Road, Wan Chai, Hong Kong"
"111024, Russia, Moscow, 2nd Entuziastov street, bld. 5/40, Gear Games, Ltd.",undefined
"17. novembra 8
911 01 Trenčín
SLOVAK REPUBLIC","17. novembra 8, Trenčín, Slovakia"
"Zillion Whales LTD
The Quadrant,118 London Road
London, KINGSTON KY2 6QJ
UNITED KINGDOM",undefined
"201 / 441 Docklands Drive
Docklands VIC 3008
Australia","201 Docklands Drive, Docklands VIC 3008, Australia"
"UNIT 402 4/F Fairmont House, No.8 Cotton Tree Drive Admiralty, HK","Fairmont House, Cotton Tree Drive, Central, Hong Kong"
"6646 Hollywood Blvd  227
Hollywood, CA 90028","6646 Hollywood Blvd, Central LA, Los Angeles, CA 90028, USA"
"Belo Polje 108,
14000 Valjevo
","Belo polje naselje, Valjevo, Serbia"
25 RUE DE PONTHIEU 75008 PARIS,"25 Rue de Ponthieu, 75008 Paris, France"
"UNIT R,6/F., VALIANT IND, CENTRE 2-12 AU PUI WAN STREET, FOTAN,SHATIN",undefined
"10, rue d'Odessa
75014 PARIS
FRANCE","10 Rue d'Odessa, 75014 Paris, France"
"Novoroshchinskaya ul. 4, BC Sobranie,  office 1031-1,  Saint-Petersburg, Russia, 196006",undefined
Lagos,"Lagos, Portugal"
"Prague
Czech Republic","Prague, Czech Republic"
https://apaagames.com/,undefined
"19 Cuddington Avenue , KT4 7DB, Worcester Park","19 Cuddington Avenue, Worcester Park, Epsom KT4 7DB, UK"
"535 Drive-in Rd.
Napanee, ON
K7R 3L1","535 Drive-In Rd W, Napanee, ON K7R 3L1, Canada"
"3607 Woodridge Avenue
Silver Spring MD 20902","3607 Woodridge Avenue, Silver Spring, MD 20902, USA"
"Vanilla B.V.
Hurksestraat 19
5652 AH Eindhoven","Hurksestraat 19, 5652 AH Eindhoven, Netherlands"
"Jonathan Hillebrand
Heinsonweg 8
22359 Hamburg","Heinsonweg 8, Hamburg-Wandsbek 22359 Hamburg, Germany"
"GERWIN, les pleiades I, bat B, 860 rue Rene Descartes, 13857 Aix en Provence, FRANCE",undefined
"Donwntown, Beirut, Lebanon","Beirut Central District, Beirut, Lebanon"
"Walkme Mobile
Caminho da Penteada, CEIM, 1. andar
9020-105 Funchal
Portugal","WalkMe | Levadas Madeira, Funchal, Portugal"
"750 4th Street  2130
Sparks NV 89431","750 4th Street, Sparks, NV 89431, USA"
"Kopparmöllegatan 24
25435 Helsingborg
SWEDEN","Kopparmöllegatan 24, 254 35 Helsingborg, Sweden"
"Caloocan City, Philippines 1428","1428 Internet Station, Caloocan City, Metro Manila, Philippines"
"1606 Sylvestre Dr, Unit 4
Tecumseh, ON N8N 2L9,
Canada","1606 Sylvestre Dr, Tecumseh, ON N8N 2L9, Canada"
"1/F,109,Poly Centre,No.15 Yip Fung Street,On Lok Tsuen,Fanling, HongKong",undefined
Nguyen Chi Thanh - HaNoi,"Đường Nguyễn Chí Thanh, Đống Đa, Hanoi, Vietnam"
"the binary family
Ackerstrasse 3a . 10115 Berlin . Germany
62 Roeland Street . Cape Town 8001 . South Africa",undefined
"The Triangle Building
Shaftesbury Rd
Cambridge
CB2 8EA
United Kingdom","Cambridge University Press & Assessment, Shaftesbury Rd, Cambridge CB2 8EA, United Kingdom"
Alexandre Derville - 17 rue Nicolas Mesnager - 76000 Rouen - France,"17 Rue Nicolas Mesnager, 76000 Rouen, France"
"1010 University Ave, Suite 101
Windsor, Ontario N9A 5S4,
Canada","1010 University Avenue West, Windsor, Ontario N9A 5S4, Canada"
"Level 1 / 124 Exhibition St,
Melbourne VIC 3000 Australia","1 Exhibition St, Melbourne VIC 3000, Australia"
"Mustamäe tee 60, 12916 Tallinn Estonia","Mustamäe tee 60, 12916 Tallinn, Estonia"
"77 Dover Flats
SE1 5NL London
UK","Dover Flats, Old Kent Road, London SE1 5NL, UK"
"1700 Northside Drive
Suite A7 PMB 2129
Atlanta, GA 30318",undefined
Undefined,"Undefined, King William Street, Hamilton, ON, Canada"
"Edison Space Coworking 69000, Zaporozhye, st. Gagarina, 3","Edison Space coworking, Haharina Street, Zaporozhye, Zaporizhia Oblast, Ukraine, 69000"
Merkez Mah. Abide-i Hürriyet Cad. Blackout İş Merkezi No:211/64 Şişli/İstanbul Türkiye,"İzzetpaşa, Abide-i Hürriyet Caddesi, Şişli/İstanbul, Turkey"
"Fatih mahallesi, Selahaddin Eyyubi Cd, Resim İstanbul Sitesi, Y/Blok, Daire:29  - Sancaktepe/İstanbul","Fatih, Resim İstanbul Sitesi, Selahaddin Eyyubi Caddesi, Sancaktepe/İstanbul, Turkey"
"GameCake
10061 Riverside Drive
Unit 823
Toluca Lake, California
91602",undefined
media.skarheim@gmail.com,"Media, PA, USA"
"1 Collins St.
Melbourne 3000
VIC
Australia","1 Collins St, Melbourne VIC 3000, Australia"
"Russia, City","Russia, Moscow Oblast, Russia"
"118-17 Union Turnpike
Forest Hills, NY 11375
","118-17 Union Turnpike, Forest Hills, NY 11375, USA"
"4 Farington Street,
Dundee
DD21PJ","4 Farington Street, Dundee DD2 1PJ, UK"
"Россия, город Иркутск, SKORB studio","Город, Graviynaya Ulitsa, Иркутск, Россия"
Coquimbo,"Coquimbo, Chile"
台北市大安區仁愛路四段85號6樓,"Taiwan, 台北市大安區仁愛路四段85號"
"UL. URICKOVO, 6/11
G. KIROV,
KIROVSKAYA OBL.,
610002, RUSSIAN FEDERATION","G. Kirov, Ulitsa Volodarskogo, Kirov, Kirovskaya, Russian Federation, 610002"
"8 The Green, Suite  7269, Dover, DE 19901, United States","8 The Green, Dover, DE 19901, United States"
Chr. Richardts Vej 4,"Chr. Richardts Vej 4, Odense Municipality, Denmark"
"Stream Live, Inc.
1000 Johnnie Dodds Blvd
Ste. 103-358
Mount Pleasant, SC 29464
United States",undefined
Sepapaja 6,"Sepapaja 6, Tallinn, Estonia"
"55 rue de la pératoure
84330 Le Barroux
France","55 Rue de la Peratoure, 84330 Le Barroux, France"
"SiTREA,
Unit 49072,
PO Box 15113,
Birmingham,
B2 2NJ",undefined
東京都足立区西新井1-1-15-906,"1 Chome-1-15 Nishiarai, Adachi City, Tokyo, Japan"
califia,"Califia Farms, Lerdo Highway, Bakersfield, CA, USA"
2000,"2000 Nelson Miller Parkway, Louisville, KY, USA"
"Russia, Moscow, Marushkino, Agrokhimicheskaya, 1, 3","Agrokhimicheskaya Ulitsa, 1, Moscow, Moscow Oblast, Russia"
"Big Potato
1 Holywell Lane
Shoreditch
London
EC2A 3ET","1 Holywell Lane, London EC2A 3ET, UK"
"PO BOX 10126
Jackson, WY 83002","Jackson, WY 83002, USA"
"Village-Gangliyakhedi, Post-Itawa, Tehsil-Tarana, District-Ujjain",undefined
"6th Floor
2 London Wall Place
London
EC2Y 5AU","2 London Wall Place, London Wall, London EC2Y 5AU, UK"
"Wan Chai, Hong Kong","Wan Chai, Hong Kong"
"10 Thorter Neuk
Dundee
DD1 3BU","10 Thorter Neuk, Dundee DD1 3BU, UK"
"14 - D , Block L , Gulberg 3 , Lahore","14, Block L Gulberg III, Lahore, Pakistan"
"3 Themistokli Dervi Street, Julia House, Nicosia, 1066 Cyprus","Themistokli Dervi 3, Nicosia, Cyprus"
경기도 성남시 분당구 대왕판교로645번길 14,"South Korea, 경기도 성남시 분당구 대왕판교로645번길"
"15332 Antioch St  427
Pacific Palisades, CA 90272","15332 Antioch St, Pacific Palisades, CA 90272, USA"
"Nghệ An, Việt Nam","Nghệ An, Quỳnh Lộc, Quỳnh Lưu District, Nghe An, Viet Nam"
"Building 9, Human Wen, Siming District, Xiamen, Fujian, China","Siming District, Xiamen, Fujian, China"
"Unit 4203, 30 Bloomsbury Street, Ground Floor, London, England, WC1B 3QJ","30 Bloomsbury Street, London, UK"
"Vyzantiou, 5 SPYRIDES TOWER, Strovolos, 2064, Nicosia, Cyprus","SDM Spyrides LLC, Vyzantiou 5, Strovolos, Nicosia, Cyprus"
"Hoang Mai, Ha Noi","Hoàng Mai, Hà Nội, Vietnam"
"Tunxi Dist., Huangshan City, Anhui","Tunxi, Huangshan City, Anhui, China"
"71/3 Nguyen Van Thuong, Ward 25, Binh Thanh District","71/3 Nguyễn Văn Thương, Phường 25, Bình Thạnh District, Ho Chi Minh City, Vietnam"
"Số nhà 1688, Ngõ 399 Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa",undefined
"Kritis,
32 PAPACHRISTOFOROU BUILD.,
4th floor 3087,
Limassol, Cyprus",undefined
"200-1650 Bertram Street
Kelowna, BC,  V1Y 2G4
Canada","200-1610 Bertram Street, Kelowna, BC, Canada"
" 302, 20, Nonhyeon-ro 128-gil, Gangnam-gu, Seoul, Republic of Korea","20 Nonhyeon-ro 128-gil, Gangnam-gu, Seoul, Republic of Korea"
Thanh Xuan - Ha Noi - Viet Nam,"Thanh Xuân, Hà Nội, Viet Nam"
"1592 Union St.  237
San Francisco, CA 94123","1592 Union St, San Francisco, CA 94123, USA"
"Ayaz Paşa Cami Sok. 6/2 Gümüşsuyu/Beyoğlu

İSTANBUL/TÜRKİYE","Gümüşsuyu, Ayaz Paşa Cami Sokak 6/2, Beyoğlu/İstanbul, Turkey"
"Aleksanterinkatu 48
00100 Helsinki
Finland","Aleksanterinkatu 48, 00100 Helsinki, Finland"
"Russia, Moscow, Gastello str. 41-192","Veshnyakovskaya St, 41, Moscow, Russia"
"Old No.12 New No. 21 (1st Floor), Teachers Colony, Kasturba Nagar, Adyar, Chennai, Tamil Nadu 600020","Teachers Colony, Venkata Rathnam Nagar Extension, Venkata Rathinam Nagar, Adyar, Chennai, Tamil Nadu, India"
"blueflower UG (haftungsbeschränkt)
Schlehenweg 5
74405 Gaildorf, Germany","blueflower UG, Schlehenweg 5, 74405 Gaildorf, Germany"
V3Z 3K3,"Surrey, BC V3Z 3K3, Canada"
Schevchenko 25-125 630008 Russia Novosibirsk,"Novosibirsk, Russia, 630008"
"1054 Budapest, Honved utca 8.1. em.2 , Hungary","Budapest, Honvéd utca, 1054 Hungary"
"Edificio Lanzadera
Muelle de la Aduana S/N
Marina Real Juan Carlos I
Edificio Lanzadera
46024 Valencia","Marina Real Juan Carlos I, Carrer del Moll de la Duana, s/n, 46024 València, Spain"
Sepapaja tn 6 Tallinn 15551 Estonia,"Artur Lind Building, Sepapaja, Tallinn, Estonia"
Leona Zalaznika 4 Maribor,"Leona Zalaznika ulica 4, Maribor, Slovenia"
"Nikolaya Chumichova, 70-230
Belgorod, 308000, Russia","Ulitsa Nikolaya Chumichova, 70-230, Belgorod, Russia, 308014"
"Istanbul , Turkey","İstanbul, Turkey"
"3 Themistocli Dervi Str., Julia House, 1066 Nicosia Cyprus","PwC Cyprus - Julia House, Themistokli Dervi 3, Nicosia, Cyprus"
"33F 152, Teheran-ro, Gangnam-gu, Seoul, South Korea","152 Teheran-ro, Gangnam-gu, Seoul, South Korea"
"Crimson Moon Entertainment LLC
1911 Arbor Walk
Dayton OH 45459","1911 Arbor Walk, Dayton, OH 45459, USA"
"101-6, Chungdam-dong, Gangnam-gu, Seoul, 06010 Korea","101-6 Cheongdam-dong, Gangnam-gu, Seoul, South Korea"
"Ark,Maharashtra,India","ARK, Andheri - Kurla Road, Hanuman Nagar, Andheri East, Mumbai, Maharashtra, India"
"4 Leinster Road
Swinton
Manchester
M27 5YG","4 Leinster Road, Swinton, Manchester M27 5YG, UK"
"Mistralweg 1
72072 Tuebingen
Germany","Mistralweg 1, 72072 Tübingen, Germany"
"202 - 330 7th Ave E
Vancouver, BC, Canada","202 East 7th Avenue, East Vancouver, Vancouver, BC, Canada"
"Matka Vukovica 10, 24000, Subotica, Serbia","Matka Vukovića 10, Subotica 24000, Serbia"
"ul. Brzeska 2
03-737 Warsaw
Poland","Brzeska 2, Warsaw, Poland"
"206 Ashley Place
Apt 9
Edwardsville, IL 62025","206 Ashley Place, Edwardsville, IL 62025, USA"
"Kolhoznaya st. 12, Kaliningrad, Russia","Kaliningrad, 12, Kaliningrad, Kaliningrad Oblast, Russia"
"11 rue de Cambrai, Bâtiment 28
75019 Paris
France","La France du Nord au Sud, 11 Rue de Cambrai, 75019 Paris, France"
"ul. Płatowcowa 13
02-635, Warszawa
Polska","Płatowcowa 13, Warsaw, Poland"
"2 Washington Sq Village, New York, NY 10012","2 Washington Square North, Manhattan, New York, NY 10003, USA"
"Level 6, UOA Corporate Tower, Lobby B, Avenue 10, The Vertical, No.8 Jalan Kerinchi, Bangsar South City, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","Lobby B, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia"
"147 Prince St
Brooklyn, NY 11201","147 Prince St, Brooklyn, NY 11201, USA"
"John Holmvall
Dragongatan 12A
903 22 Umeå
SWEDEN","Dragongatan 12A, 903 22 Umeå, Sweden"
"Kienmayergasse 47/4
1140 Vienna
Austria","Kienmayergasse 47/4, 1140 Vienna, Austria"
"1241 Buffalo Trl
Glendora, CA 9170","1241 Buffalo Trail, Glendora, CA, USA"
"2 Jutsum St Bardon, QLD, 4065, Australia","2 Jutsum St, Bardon QLD 4065, Australia"
"Ukraine, Lutsk 43018","Укрпошта 43018, Lvivska Street, Lutsk, Volyn Oblast, Ukraine"
"Margeritenweg 2, 42929, Wermelskirchen, Germany","Margeritenweg 2, 42929 Wermelskirchen, Germany"
"Leopoldstraße 25, 80802 München, Deutschland","Leopoldstraße 25, 80802 München, Deutschland"
"23618 Ridgeway
Mission Viejo, CA 92692","23618 Ridgeway, Mission Viejo, CA 92692, USA"
"3/141-149 Ifould Street
Adelaide
South Australia 5000","3/141 Ifould Street, Adelaide South Australia 5000, Australia"
"58 Kingston Drive, Helensvale, QLD, 4212, Australia","58 Kingston Drive, Helensvale QLD 4212, Australia"
"5542 Monterey Road  332
San Jose, CA 95138","5542 Monterey Road, San Jose, CA 95138, USA"
"ul. Limby 23
96-321 Żelechów
Polska","Limby 23, Żelechów, Poland"
"1561 Birchmeadow court
San Jose, California
95131
USA","1561 Birchmeadow Court, San Jose, California 95131, USA"
"2007 100 Year Party Court Unit 1
Longmont, CO 80504","2007 100 Year Party Court, Longmont, CO 80504, USA"
"PO Box 392
Odessa, Texas 79760
United States","Odessa, Texas 79760, United States"
" 27B, Nagarjuna Colony, Vysali Nagar Post, Champapet","1-27, Nagarjuna Colony, New Santoshnagar, Champapet, Telangana, India"
via Col da Lech 4 Selva di Val Gardena (BZ) 39048,"Strada Col da Lech, 4, 39048 Selva di Val Gardena, BZ, Italy"
"Calle cerezo 10, 29670, Málaga","Calle Cerezo, 10, Málaga, Spain"
"24 William Street,
Oxford
UK","24 William Street, Headington, Oxford, UK"
"91 Victoria Cross Blvd SW
Calgary Alberta
T3E7W3
Canada","91 Victoria Cross Blvd SW, Calgary, Alberta T3E 7W3, Canada"
"11433 South, Raspberry Ct. Draper, Utah, 84020","11433 Raspberry Court East, Draper, UT, USA"
"H.K.Solution GmbH
Jannamööhslohne 2
26736 Krummhörn","H. K. Solution GmbH, Jannamööhslohne 2, 26736 Krummhörn, Germany"
"Bit By Bit Studios
8152 SW Hall Blvd
PO Box 204
Beaverton, OR 97008",undefined
"Maximilian Stark
Am Fohlengarten 12e
85764 Oberschleißheim
Deutschland","Am Fohlengarten 12E, 85764 Oberschleißheim, Deutschland"
"Passeig de Gràcia, 25
3rd Floor
08007 Barcelona
Spain","Passeig de Gràcia, 25, 08007 Barcelona, Spain"
"Alteburger Str. 38
50678 Köln","Alteburger Str. 38, 50678 Cologne, Germany"
"52 Totterdell Street
Belconnen, ACT, 2617
Australia","52 Totterdell Street, Belconnen ACT 2617, Australia"
"(Address) 230, Simin-daero, Dongan-gu, Anyang-si, Gyeonggi-do, Republic of Korea","230 Simin-daero, Dongan-gu, Anyang-si, Gyeonggi-do, Republic of Korea"
"Shutang St. No.13 Room.105, Fuzhou, China","Shutang Road, Gulou District, Fuzhou, Fuzhou, Fujian, China"
"Russia,Saint Petersburg","Saint Petersburg, Russia"
"Ludotouch
6 avenue du chateau
94300 Vincennes
France","6 Avenue du Château, 94300 Vincennes, France"
"MJK 1017VX
Amsterdam
Netherlands","Amsterdam, Netherlands"
